2022-08-01 14:35:26,081 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-08-01 14:35:26,147 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-08-01 14:35:26,149 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-08-01 14:35:26,149 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-08-01 14:35:26,156 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-08-01 14:35:26,157 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-08-01 14:35:26,159 INFO  SwAddin.cs: 201 - Setting up command manager
2022-08-01 14:35:26,159 INFO  SwAddin.cs: 204 - Adding command manager
2022-08-01 14:35:26,163 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-08-01 14:35:26,165 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-08-01 14:35:26,165 INFO  SwAddin.cs: 210 - Adding event handlers
2022-08-01 14:35:26,231 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-08-01 17:42:52,274 INFO  SwAddin.cs: 294 - Assembly export called for file ASM_Ver_1.SLDASM
2022-08-01 17:42:52,281 INFO  SwAddin.cs: 299 - Save is required
2022-08-01 17:42:52,282 INFO  SwAddin.cs: 313 - Saving assembly
2022-08-01 17:42:52,730 INFO  SwAddin.cs: 316 - Opening property manager
2022-08-01 17:42:52,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASM_Ver_1.SLDASM
2022-08-01 17:42:52,791 INFO  ExportHelperExtension.cs: 1136 - Found 39 in ASM_Ver_1.SLDASM
2022-08-01 17:42:52,791 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ASM_Ver_1.SLDASM
2022-08-01 17:42:52,792 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-01 17:42:52,795 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-08-01 17:42:52,797 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spherical_wheel-2
2022-08-01 17:42:52,799 INFO  ExportHelperExtension.cs: 1136 - Found 32 in spherical_wheel-2
2022-08-01 17:42:52,800 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in spherical_wheel-2
2022-08-01 17:42:52,802 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor_ASM-2
2022-08-01 17:42:52,803 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Motor_ASM-2
2022-08-01 17:42:52,804 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor_ASM-2
2022-08-01 17:42:52,805 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from spherical_wheel-1
2022-08-01 17:42:52,806 INFO  ExportHelperExtension.cs: 1136 - Found 32 in spherical_wheel-1
2022-08-01 17:42:52,807 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in spherical_wheel-1
2022-08-01 17:42:52,809 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from plane-1
2022-08-01 17:42:52,810 INFO  ExportHelperExtension.cs: 1136 - Found 32 in plane-1
2022-08-01 17:42:52,811 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in plane-1
2022-08-01 17:42:52,812 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor_ASM-1
2022-08-01 17:42:52,813 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Motor_ASM-1
2022-08-01 17:42:52,814 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor_ASM-1
2022-08-01 17:42:52,815 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASM_Ver_1.SLDASM
2022-08-01 17:42:52,816 INFO  ExportHelperExtension.cs: 1136 - Found 39 in ASM_Ver_1.SLDASM
2022-08-01 17:42:52,817 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASM_Ver_1.SLDASM
2022-08-01 17:42:52,818 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-01 17:42:52,819 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-08-01 17:42:52,820 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from spherical_wheel-2
2022-08-01 17:42:52,821 INFO  ExportHelperExtension.cs: 1136 - Found 32 in spherical_wheel-2
